Phylum/broader classification,Order,Family,Genera,Species,LTU,Cruise Number,Date,Site,Tow Type,Tow #,Net #,Sample #,n,Label,Start Depth,End Depth,Depth Filtered,Volume Filtered,Corrected Volume Filtered,"Volume Filtered/10,000m3","n/10,000 m3","n/10,000m2",Mass (g),Mass Correction Factor,Corrected Mass (g),"g/10,000 m3","g/10,000m2",ETP Endemic?,Preservative,Broad Classification,Micronekton?,Jar Size,Comments
Chordata,Anguilliformes,Serrivomeridae,Serrivomer,sp.,Serrivomer sp.,DG5B,2021-03-21,PRZ,Night,S3,1,150,1,DG5B_M10_S3_1_150_Serrivomer sp.,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,3.33,2.25,7.49,1.760475614,876.7168556,CD,,Fish,Yes,,
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5B,2021-03-21,PRZ,Night,S3,1,151,2,DG5B_M10_S3_1_151_Amphipoda fam. gen. sp.,1498,1000,498,76627,42570.55556,4.257055556,0.469808292,233.9645295,1.00,1.00,1.00,0.234904146,116.9822647,,ETOH 100,Crustacea,YN,SCINT,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5B,2021-03-21,PRZ,Night,S3,1,152,2,DG5B_M10_S3_1_152_Boreomysis sp.,1498,1000,498,76627,42570.55556,4.257055556,0.469808292,233.9645295,0.09,1.66,0.15,0.03502574,17.44281841,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,grimaldii,Eucopia grimaldii,DG5B,2021-03-21,PRZ,Night,S3,1,152,10,DG5B_M10_S3_1_152_Eucopia grimaldii,1498,1000,498,76627,42570.55556,4.257055556,2.349041461,1169.822647,1.49,1.39,2.07,0.486624415,242.3389589,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sculpticauda,Eucopia sculpticauda,DG5B,2021-03-21,PRZ,Night,S3,1,152,3,DG5B_M10_S3_1_152_Eucopia sculpticauda,1498,1000,498,76627,42570.55556,4.257055556,0.704712438,350.9467942,0.22,1.39,0.30,0.071523991,35.61894765,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sp.,Eucopia sp.,DG5B,2021-03-21,PRZ,Night,S3,1,152,3,DG5B_M10_S3_1_152_Eucopia sp.,1498,1000,498,76627,42570.55556,4.257055556,0.704712438,350.9467942,1.12,1.39,1.56,0.365784795,182.1608281,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,sp.,Hymenodora sp.,DG5B,2021-03-21,PRZ,Night,S3,1,152,1,DG5B_M10_S3_1_152_Hymenodora sp.,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,0.02,1.39,0.03,0.006531871,3.252871931,,,Crustacea,Yes,,
Chordata,Trachichthyiformes,Anoplogasteridae,Anoplogaster,cornuta,Anoplogaster cornuta,DG5B,2021-03-21,PRZ,Night,S3,1,154,1,DG5B_M10_S3_1_154_Anoplogaster cornuta,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,43.73,1.48,64.80,15.22105412,7580.084954,No,10% formalin,Fish,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevicarinata,Acanthephyra brevicarinata,DG5B,2021-03-21,PRZ,Night,S3,1,157,18,DG5B_M10_S3_1_157_Acanthephyra brevicarinata,1498,1000,498,76627,42570.55556,4.257055556,4.228274629,2105.680765,68.65,1.39,95.44,22.41999521,11165.15762,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,sp.,Acanthephyra sp.,DG5B,2021-03-21,PRZ,Night,S3,1,157,1,DG5B_M10_S3_1_157_Acanthephyra sp.,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,4.30,1.39,5.98,1.403699153,699.042178,,,Crustacea,Yes,,
Arthropoda,Decapoda,Pasiphaeidae,Parapasiphae,sulcatifrons,Parapasiphae sulcatifrons,DG5B,2021-03-21,PRZ,Night,S3,1,157,1,DG5B_M10_S3_1_157_Parapasiphae sulcatifrons,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,0.07,1.51,0.11,0.025886109,12.89128238,,,Crustacea,Yes,,
Arthropoda,Decapoda,Oplophoridae,Systellaspis,braueri,Systellaspis braueri,DG5B,2021-03-21,PRZ,Night,S3,1,157,1,DG5B_M10_S3_1_157_Systellaspis braueri,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,3.35,1.25,4.19,0.983986586,490.0253198,,,Crustacea,Yes,,
Arthropoda,Decapoda,Caridea,Caridea,fam. gen. sp.,Caridea fam. gen. sp.,DG5B,2021-03-21,PRZ,Night,S3,1,157,1,DG5B_M10_S3_1_157_Caridea fam. gen. sp.,1498,1000,498,76627,42570.55556,4.257055556,0.234904146,116.9822647,1.34,1.17,1.56,0.367538845,183.034345,,,Crustacea,Yes,,
Chordata,Beryciformes,Melamphaidae,Poromitra,oscitans,Poromitra oscitans,DG5B,2021-03-23,PRZ,Night,S4,1,211,5,DG5B_M10_S4_1_211_Poromitra oscitans,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,1.14151921,560.9425397,2.80,1.94,5.43,1.239846342,609.2604925,CD,10% formalin,Fish,Yes,,"Likely Scopelogadus, based off pigmentation and fin ray counts"
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5B,2021-03-23,PRZ,Night,S4,1,211,1,DG5B_M10_S4_1_211_Scopeloberyx malayanus,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,1.74,1.94,3.37,0.770475941,378.6118775,No,10% formalin,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5B,2021-03-23,PRZ,Night,S4,1,211,1,DG5B_M10_S4_1_211_Melamphaidae gen. sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.52,1.94,1.01,0.230257178,113.1483772,No,10% formalin,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,sp.,Cyclothone sp.,DG5B,2021-03-23,PRZ,Night,S4,1,212,10,DG5B_M10_S4_1_212_Cyclothone sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,2.28303842,1121.885079,,2.18,0.00,0,0,CD,,Fish,Yes,,Frozen
Chordata,Myctophiformes,Myctophidae,Lampanyctus,sp.,Lampanyctus sp.,DG5B,2021-03-23,PRZ,Night,S4,1,214,1,DG5B_M10_S4_1_214_Lampanyctus sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.21,1.67,0.35,0.080041168,39.33222971,CD,ETOH 100,Fish,Yes,,"Doesn't key out, descriptions in notebook"
Chordata,Myctophiformes,Myctophidae,Lampanyctus,parvicauda,Lampanyctus parvicauda,DG5B,2021-03-23,PRZ,Night,S4,1,214,1,DG5B_M10_S4_1_214_Lampanyctus parvicauda,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.70,1.67,1.17,0.266803892,131.1074324,Yes,ETOH 100,Fish,Yes,,
Chordata,Lophiiformes,Oneirodidae,Oneirodes,sp.,Oneirodes sp.,DG5B,2021-03-23,PRZ,Night,S4,1,215,1,DG5B_M10_S4_1_215_Oneirodes sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.27,2.21,0.60,0.136247814,66.95217581,CD,ETOH 100,Fish,Yes,,
Arthropoda,Decapoda,Sergestoidea,Sergia,tenuiremis,Sergia tenuiremis,DG5B,2021-03-23,PRZ,Night,S4,1,216,1,DG5B_M10_S4_1_216_Sergia tenuiremis,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.49,1.38,0.67,0.153407038,75.38421836,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sp.,Gennadas sp.,DG5B,2021-03-23,PRZ,Night,S4,1,217,1,DG5B_M10_S4_1_217_Gennadas sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.05,2.00,0.10,0.022787392,11.19772418,,ETOH 100,Crustacea,Yes,VIAL,Lost by FedEx/not IDed by Tammy
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5B,2021-03-23,PRZ,Night,S4,1,218,5,DG5B_M10_S4_1_218_Boreomysis sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,1.14151921,560.9425397,0.28,1.66,0.46,0.104772454,51.48518366,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,grimaldii,Eucopia grimaldii,DG5B,2021-03-23,PRZ,Night,S4,1,218,6,DG5B_M10_S4_1_218_Eucopia grimaldii,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,1.369823052,673.1310477,2.15,1.39,2.99,0.683398772,335.8221567,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sculpticauda,Eucopia sculpticauda,DG5B,2021-03-23,PRZ,Night,S4,1,218,7,DG5B_M10_S4_1_218_Eucopia sculpticauda,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,1.598126894,785.3195556,0.72,1.39,0.99,0.226953145,111.5247757,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5B,2021-03-23,PRZ,Night,S4,1,218,1,DG5B_M10_S4_1_218_Gennadas sordidus,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.35,2.00,0.69,0.158600245,77.93616033,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Lophogastridae,Lophogaster,sp.,Lophogaster sp.,DG5B,2021-03-23,PRZ,Night,S4,1,218,1,DG5B_M10_S4_1_218_Lophogaster sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.228303842,112.1885079,0.33,1.73,0.57,0.129261138,63.51892334,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevicarinata,Acanthephyra brevicarinata,DG5B,2021-03-23,PRZ,Night,S4,1,219,13,DG5B_M10_S4_1_219_Acanthephyra brevicarinata,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,2.967949946,1458.450603,44.28,1.39,61.57,14.05649384,6907.361072,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,curtirostris,Acanthephyra curtirostris,DG5B,2021-03-23,PRZ,Night,S4,1,219,2,DG5B_M10_S4_1_219_Acanthephyra curtirostris,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.456607684,224.3770159,3.35,1.39,4.66,1.063029488,522.3726906,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,sp.,Acanthephyra sp.,DG5B,2021-03-23,PRZ,Night,S4,1,219,2,DG5B_M10_S4_1_219_Acanthephyra sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.456607684,224.3770159,0.57,1.39,0.80,0.18219735,89.53177796,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,gracilis,Hymenodora gracilis,DG5B,2021-03-23,PRZ,Night,S4,1,219,2,DG5B_M10_S4_1_219_Hymenodora gracilis,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.456607684,224.3770159,0.12,1.39,0.17,0.038090038,18.71744487,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,sp.,Hymenodora sp.,DG5B,2021-03-23,PRZ,Night,S4,1,219,2,DG5B_M10_S4_1_219_Hymenodora sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.456607684,224.3770159,0.10,1.39,0.14,0.031106865,15.28591331,,,Crustacea,Yes,,
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5B,2021-03-23,PRZ,Night,S4,1,221,4,DG5B_M10_S4_1_221_Amphipoda fam. gen. sp.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.913215368,448.7540318,0.45,1.00,0.45,0.102736729,50.48482858,,10% formalin,Crustacea,YN,SCINT,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-23,PRZ,Night,S4,1,222,3,DG5B_M10_S4_1_222_Sergestidae gen. sp. juv.,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.684911526,336.5655238,0.02,5.09,0.10,0.023232731,11.41656396,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-03-23,PRZ,Night,S4,1,222,2,DG5B_M10_S4_1_222_Euphausiid lobedeye,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,0.456607684,224.3770159,0.08,1.00,0.08,0.018264307,8.975080636,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-03-23,PRZ,Night,S4,1,222,5,DG5B_M10_S4_1_222_Euphausiid roundeye,1492,1000.6,491.4,78842.3,43801.27778,4.380127778,1.14151921,560.9425397,0.04,1.00,0.04,0.009132154,4.487540318,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-04-02,CTA,Night,S8,1,284,1,DG5B_M10_S8_1_284_Euphausiid lobedeye,1494.8,1001.3,493.5,73932.6,41073.66667,4.107366667,0.243464994,120.1499744,0.00,1.00,0.00,0,0,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-04-02,CTA,Night,S8,1,284,14,DG5B_M10_S8_1_284_Euphausiid roundeye,1494.8,1001.3,493.5,73932.6,41073.66667,4.107366667,3.408509913,1682.099642,0.10,1.00,0.10,0.024346499,12.01499744,,,Euphausiid,YN,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5B,2021-03-23,PRZ,Night,S5,1,286,36,DG5B_M10_S5_1_286_Cyclothone acclinidens,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,7.467012054,3702.144577,3.67,2.18,7.99,1.658041595,822.0570227,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,obscura,Cyclothone obscura,DG5B,2021-03-23,PRZ,Night,S5,1,286,4,DG5B_M10_S5_1_286_Cyclothone obscura,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.829668006,411.3493974,0.72,2.18,1.57,0.325283365,161.2754922,No,,Fish,Yes,,
Chordata,Myctophiformes,Myctophidae,Lampanyctus,sp.,Lampanyctus sp.,DG5B,2021-03-24,PRZ,Night,S5,1,287,1,DG5B_M10_S5_1_287_Lampanyctus sp.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.01,1.67,0.02,0.003462783,1.716847712,CD,10% formalin,Fish,Yes,,Too juvenile for photophores
Chordata,Myctophiformes,Myctophidae,Lampanyctus,parvicauda,Lampanyctus parvicauda,DG5B,2021-03-24,PRZ,Night,S5,1,287,1,DG5B_M10_S5_1_287_Lampanyctus parvicauda,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,5.60,1.67,9.35,1.939158368,961.4347189,Yes,10% formalin,Fish,Yes,,Jessie P. dissection
Chordata,Beryciformes,Melamphaidae,Melamphaes,laeviceps?,Melamphaes laeviceps?,DG5B,2021-03-24,PRZ,Night,S5,1,288,1,DG5B_M10_S5_1_288_Melamphaes laeviceps?,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,1.05,1.94,2.04,0.422406181,209.4289845,OMZ,10% formalin,Fish,Yes,,Off Chile
Chordata,Beryciformes,Melamphaidae,Poromitra,oscitans,Poromitra oscitans,DG5B,2021-03-24,PRZ,Night,S5,1,288,1,DG5B_M10_S5_1_288_Poromitra oscitans,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,2.43,1.94,4.71,0.97756859,484.678507,No,10% formalin,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5B,2021-03-24,PRZ,Night,S5,1,288,1,DG5B_M10_S5_1_288_Scopeloberyx malayanus,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.51,1.94,0.99,0.205168716,101.7226496,No,,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5B,2021-03-24,PRZ,Night,S5,1,288,1,DG5B_M10_S5_1_288_Scopeloberyx malayanus,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.46,1.94,0.89,0.185054136,91.74984084,No,10% formalin,Fish,Yes,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-24,PRZ,Night,S5,1,289,8,DG5B_M10_S5_1_289_Sergestidae gen. sp. juv.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.659336012,822.6987948,0.06,5.09,0.31,0.063321712,31.39490481,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-03-24,PRZ,Night,S5,1,289,1,DG5B_M10_S5_1_289_Euphausiid lobedeye,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.04,1.00,0.04,0.00829668,4.113493974,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-03-24,PRZ,Night,S5,1,289,6,DG5B_M10_S5_1_289_Euphausiid roundeye,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.244502009,617.0240961,0.04,1.00,0.04,0.00829668,4.113493974,,,Euphausiid,YN,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,brevicarinata,Acanthephyra brevicarinata,DG5B,2021-03-24,PRZ,Night,S5,1,290,6,DG5B_M10_S5_1_290_Acanthephyra brevicarinata,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.244502009,617.0240961,28.55,1.39,39.70,8.233464554,4082.151726,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,cucullata,Acanthephyra cucullata,DG5B,2021-03-24,PRZ,Night,S5,1,290,1,DG5B_M10_S5_1_290_Acanthephyra cucullata,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.96,1.39,1.33,0.276265596,136.9724827,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Acanthephyra,prionata,Acanthephyra prionata,DG5B,2021-03-24,PRZ,Night,S5,1,290,2,DG5B_M10_S5_1_290_Acanthephyra prionata,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.414834003,205.6746987,0.38,1.39,0.52,0.108429921,53.75955479,,,Crustacea,Yes,,
Arthropoda,Decapoda,Acanthephyridae,Hymenodora,gracilis,Hymenodora gracilis,DG5B,2021-03-24,PRZ,Night,S5,1,290,8,DG5B_M10_S5_1_290_Hymenodora gracilis,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.659336012,822.6987948,0.82,1.39,1.14,0.235604376,116.8126496,,,Crustacea,Yes,,
Mollusca,Oegopsina,Squid,Squid,stet.,Squid stet.,DG5B,2021-03-24,PRZ,Night,S5,1,291,1,DG5B_M10_S5_1_291_Squid stet.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,3.25,1.00,3.25,0.674105255,334.2213854,,ETOH 100,Cephalopoda,Yes,SCINT,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-03-24,PRZ,Night,S5,1,292,4,DG5B_M10_S5_1_292_Osteichthyes fam. gen. sp. juv.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.829668006,411.3493974,0.20,1.00,0.20,0.0414834,20.56746987,CD,ETOH 100,Fish,Will be,VIAL,
Arthropoda,Amphipoda,,Amphipoda,fam. gen. sp.,Amphipoda fam. gen. sp.,DG5B,2021-03-24,PRZ,Night,S5,1,293,6,DG5B_M10_S5_1_293_Amphipoda fam. gen. sp.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.244502009,617.0240961,0.45,1.00,0.45,0.093337651,46.27680721,,10% formalin,Crustacea,YN,SCINT,
Arthropoda,Decapoda,Penaeoidea,Gennadas,sordidus,Gennadas sordidus,DG5B,2021-03-24,PRZ,Night,S5,1,295,1,DG5B_M10_S5_1_295_Gennadas sordidus,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.12,2.00,0.24,0.049686338,24.63448626,,,Crustacea,Yes,,
Arthropoda,Mysida,Mysidae,Boreomysis,sp.,Boreomysis sp.,DG5B,2021-03-24,PRZ,Night,S5,1,298,9,DG5B_M10_S5_1_298_Boreomysis sp.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.866753014,925.5361441,0.14,1.66,0.23,0.04810902,23.85245224,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,grimaldii,Eucopia grimaldii,DG5B,2021-03-24,PRZ,Night,S5,1,298,13,DG5B_M10_S5_1_298_Eucopia grimaldii,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,2.69642102,1336.885542,2.50,1.39,3.48,0.720943623,357.4438483,,,Crustacea,Yes,,
Arthropoda,Lophogastrida,Eucopiidae,Eucopia,sculpticauda,Eucopia sculpticauda,DG5B,2021-03-24,PRZ,Night,S5,1,298,6,DG5B_M10_S5_1_298_Eucopia sculpticauda,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,1.244502009,617.0240961,2.23,1.39,3.10,0.643081712,318.8399127,,,Crustacea,Yes,,
Arthropoda,Decapoda,Penaeidae,Penaeidae,gen. sp.,Penaeidae gen. sp.,DG5B,2021-03-24,PRZ,Night,S5,1,298,2,DG5B_M10_S5_1_298_Penaeidae gen. sp.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.414834003,205.6746987,1.02,1.37,1.40,0.289744021,143.6550857,,,Crustacea,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopelogadus,bispinosus,Scopelogadus bispinosus,DG5B,2021-03-24,PRZ,Night,S5,1,299,1,DG5B_M10_S5_1_299_Scopelogadus bispinosus,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,0.207417002,102.8373493,0.08,1.94,0.16,0.032183328,15.95649406,CD,10% formalin,Fish,Yes,,Juveniles
Chordata,Beryciformes,Melamphaidae,Melamphaidae,gen. sp.,Melamphaidae gen. sp.,DG5B,2021-03-24,PRZ,Night,S5,1,299,98,DG5B_M10_S5_1_299_Melamphaidae gen. sp.,1496,1000.2,495.8,86781.7,48212.05556,4.821205556,20.32686615,10078.06024,60.25,1.94,116.86,24.23806895,12017.23459,Maybe,10% formalin,Fish,Yes,,"Likely Scopelogadus, based off pigmentation and fin ray counts"
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,acclinidens,Cyclothone acclinidens,DG5B,2021-03-27,PRZ,Day,S6,1,355,22,DG5B_M10_S6_1_355_Cyclothone acclinidens,1499,1000.8,498.2,87809,48782.77778,4.878277778,4.50978829,2246.776526,3.35,2.18,7.30,1.495764723,745.1899849,No,,Fish,Yes,,
Chordata,Stomiiformes,Gonostomatidae,Cyclothone,atraria,Cyclothone atraria,DG5B,2021-03-27,PRZ,Day,S6,1,355,3,DG5B_M10_S6_1_355_Cyclothone atraria,1499,1000.8,498.2,87809,48782.77778,4.878277778,0.614971131,306.3786172,1.11,2.18,2.42,0.495611595,246.9136965,No,,Fish,Yes,,1 to Jessie P. dissection
Mollusca,Octopoda,Amphitretidae,Bolitaeninae,stet.,Bolitaeninae stet.,DG5B,2021-03-27,PRZ,Day,S6,1,356,1,DG5B_M10_S6_1_356_Bolitaeninae stet.,1499,1000.8,498.2,87809,48782.77778,4.878277778,0.204990377,102.1262057,119.55,1.00,119.55,24.50659955,12209.1879,,10% formalin,Cephalopoda,Yes,16,Tissue samples taken
Chordata,Trachichthyiformes,Anoplogasteridae,Anoplogaster,cornuta,Anoplogaster cornuta,DG5B,2021-03-27,PRZ,Day,S6,1,357,1,DG5B_M10_S6_1_357_Anoplogaster cornuta,1499,1000.8,498.2,87809,48782.77778,4.878277778,0.204990377,102.1262057,18.99,1.48,28.14,5.768103032,2873.668931,No,ETOH 100,Fish,Yes,,
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,1,358,6,DG5B_M10_S6_1_358_Sergestidae gen. sp. juv.,1499,1000.8,498.2,87809,48782.77778,4.878277778,1.229942261,612.7572345,0.14,5.09,0.71,0.146022088,72.74820449,,,Crustacea,Will be,,"Originally IDed as 'juvenile', not juvenile, by Ande Westerhausen"
Arthropoda,Sergestoidea,Sergestidae,Sergestidae,gen. sp. juv.,Sergestidae gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,1,358,3,DG5B_M10_S6_1_358_Sergestidae gen. sp. juv.,1499,1000.8,498.2,87809,48782.77778,4.878277778,0.614971131,306.3786172,0.02,5.09,0.10,0.020860298,10.39260064,,,Crustacea,Will be,,
Arthropoda,Euphausiacea,,Euphausiid,lobedeye,Euphausiid lobedeye,DG5B,2021-03-27,PRZ,Day,S6,1,358,9,DG5B_M10_S6_1_358_Euphausiid lobedeye,1499,1000.8,498.2,87809,48782.77778,4.878277778,1.844913392,919.1358517,0.09,1.00,0.09,0.018449134,9.191358517,,,Euphausiid,YN,,
Arthropoda,Euphausiacea,,Euphausiid,roundeye,Euphausiid roundeye,DG5B,2021-03-27,PRZ,Day,S6,1,358,8,DG5B_M10_S6_1_358_Euphausiid roundeye,1499,1000.8,498.2,87809,48782.77778,4.878277778,1.639923015,817.0096459,0.07,1.00,0.07,0.014349326,7.148834402,,,Euphausiid,YN,,
Chordata,,,Osteichthyes,fam. gen. sp. juv.,Osteichthyes fam. gen. sp. juv.,DG5B,2021-03-27,PRZ,Day,S6,1,358,2,DG5B_M10_S6_1_358_Osteichthyes fam. gen. sp. juv.,1499,1000.8,498.2,87809,48782.77778,4.878277778,0.409980754,204.2524115,0.02,1.00,0.02,0.004099808,2.042524115,CD,ETOH 100,Fish,Will be,,
Chordata,Beryciformes,Melamphaidae,Poromitra,oscitans,Poromitra oscitans,DG5B,2021-03-27,PRZ,Day,S6,1,359,1,DG5B_M10_S6_1_359_Poromitra oscitans,1499,1000.8,498.2,87809,48782.77778,4.878277778,0.204990377,102.1262057,1.73,1.94,3.36,0.687822203,342.6730215,No,10% formalin,Fish,Yes,,
Chordata,Beryciformes,Melamphaidae,Scopeloberyx,malayanus,Scopeloberyx malayanus,DG5B,2021-03-27,PRZ,Day,S6,1,359,6,DG5B_M10_S6_1_359_Scopeloberyx malayanus,1499,1000.8,498.2,87809,48782.77778,4.878277778,1.229942261,612.7572345,3.60,1.94,6.98,1.431306318,713.0768077,No,,Fish,Yes,,
